STIME          TIME             UID   PID D    BLOCK   SIZE       COMM PATHNAME
514309563610   514309564101     501 50029 W 52783624 143360    firefox ??/entries/BC9AD31BFCEB65730AF5350725D5BA58E9D0E737
514309671229   514309673312     501 50029 W 52783659 286720    firefox ??/entries/B2CCB3796460D143E958959F3F98B10E3DEA450F
514310380828   514310380951     501 50029 W 52783729   4096    firefox ??/entries/B6FFF8A6AAAFC26FDF4AFFE7AFC41D358E4EE311
514310380969   514310381084     501 50029 W 32510561  12288    firefox ??/entries/B6FFF8A6AAAFC26FDF4AFFE7AFC41D358E4EE311
514310402952   514310403080     501 50029 W 52783730   4096    firefox ??/entries/D10320E54C28EECA7B1CA5D735BAE9A3353394A8
514310427867   514310428079     501 50029 W 52783731  28672    firefox ??/entries/378E5FDA187734011064B2D0CFF6CD453ADFEB27
514310428053   514310428217     501 50029 W 24454363   8192    firefox ??/entries/378E5FDA187734011064B2D0CFF6CD453ADFEB27
514310540546   514310541607     501 50029 W 52783738   4096    firefox ??/entries/3BC14CFB7D03B5EFF3AE0C8EC6159C764090E368
514310540681   514310541676     501 50029 W 18953249   4096    firefox ??/entries/3BC14CFB7D03B5EFF3AE0C8EC6159C764090E368
514310604564   514310604863     501 50029 W 52783739  28672    firefox ??/entries/543E602F361476894AB73D0313A845F11E6AB4C6
514310604797   514310605031     501 50029 W 24454365   8192    firefox ??/entries/543E602F361476894AB73D0313A845F11E6AB4C6
514310617984   514310618323     501 50029 W 52783746  28672    firefox ??/entries/979A59F8A5E09ECD0E0C70BA6FACCD9EA7E793D0
514310618311   514310618519     501 50029 W 24454367   8192    firefox ??/entries/979A59F8A5E09ECD0E0C70BA6FACCD9EA7E793D0
514310623054   514310623254     501 50029 W 52783753  28672    firefox ??/entries/E5E9A455E3084C9A72DA7193BADDB625051646EB
514310623193   514310623323     501 50029 W 24454369   8192    firefox ??/entries/E5E9A455E3084C9A72DA7193BADDB625051646EB
514310804409   514310804727     501 50029 W 52783760  40960    firefox ??/entries/0FDF83F0421E9C87E13270E61EF8D4D2FAE55119
514310804719   514310804896     501 50029 W 18953681   4096    firefox ??/entries/0FDF83F0421E9C87E13270E61EF8D4D2FAE55119
514310827253   514310827466     501 50029 W 52783770  28672    firefox ??/entries/E2816C95D043009258362E3D76E7E0463E028CF0
