STIME          TIME             UID   PID D    BLOCK   SIZE       COMM PATHNAME
513593477658   513593477817     501 50029 W 18953059   4096    firefox ??/entries/5D936A8470F80F7B1E14FBAB9F53534D53B78713
513593494945   513593495335     501 50029 R 52411418   4096    firefox ??/entries/C8E3FF73781DCB1985FF9D0C3F2D617A63793AF9
513593495481   513593495744     501 50029 R 52411417   4096    firefox ??/entries/C8E3FF73781DCB1985FF9D0C3F2D617A63793AF9
513593507388   513593507741     501 50029 R 18953115   4096    firefox ??/entries/C5B5C6528D535DE704B0EFC0A5ACF2096DC46904
513593507944   513593508189     501 50029 R 52043429   4096    firefox ??/entries/C5B5C6528D535DE704B0EFC0A5ACF2096DC46904
513593509383   513593509613     501 50029 W 52043429   4096    firefox ??/entries/C5B5C6528D535DE704B0EFC0A5ACF2096DC46904
513593509523   513593509685     501 50029 W 18953115   4096    firefox ??/entries/C5B5C6528D535DE704B0EFC0A5ACF2096DC46904
513593513571   513593513860     501 50029 R 24453785   8192    firefox ??/entries/07630C0121B3B2DC44A1853B18B2C78CB0721F9A
513593513949   513593514213     501 50029 R 52406521   4096    firefox ??/entries/07630C0121B3B2DC44A1853B18B2C78CB0721F9A
513593561839   513593561968     501 50029 W 52411960   4096    firefox ??/entries/07630C0121B3B2DC44A1853B18B2C78CB0721F9A
513593561960   513593562086     501 50029 W 24454179   8192    firefox ??/entries/07630C0121B3B2DC44A1853B18B2C78CB0721F9A
513593613366   513593613604     501 50029 R 52043431   4096    firefox ??/https+++www.google.com/.metadata-v2
513593613686   513593613766     501 50029 W 52043431   4096    firefox ??/https+++www.google.com/.metadata-v2
513593613937   513593614129     501 50029 R 24453677   4096    firefox ??/idb/548905059db.sqlite
513593614804   513593615033     501 50029 R 52043446   4096    firefox ??/idb/548905059db.sqlite
513593615138   513593615376     501 50029 R 52043447   4096    firefox ??/idb/548905059db.sqlite
513593615174   513593615392     501 50029 R 52043448   4096    firefox ??/idb/548905059db.sqlite
513593615474   513593615729     501 50029 R 52043449   8192    firefox ??/idb/548905059db.sqlite
513593705434   513593705962     501 50029 W 52411961  16384    firefox ??/entries/06A0AC193D336F999C4FC9D9D2280F47922DADAA
513593705671   513593706041     501 50029 W 24454183   8192    firefox ??/entries/06A0AC193D336F999C4FC9D9D2280F47922DADAA
513593718285   513593718732     501 50029 R 24453950   4096    firefox ??/entries/110867E5B21D25313D94CE71773F9AB503152243
513593719029   513593719438     501 50029 R 52149946   4096    firefox ??/entries/110867E5B21D25313D94CE71773F9AB503152243
513593719186   513593719438     501 50029 R 24453949   4096    firefox ??/entries/110867E5B21D25313D94CE71773F9AB503152243
513593720141   513593720580     501 50029 R 52149944   8192    firefox ??/entries/110867E5B21D25313D94CE71773F9AB503152243
513593722113   513593722352     501 50029 W 52149946   4096    firefox ??/entries/110867E5B21D25313D94CE71773F9AB503152243
513593722259   513593722448     501 50029 W 24453949   8192    firefox ??/entries/110867E5B21D25313D94CE71773F9AB503152243
513593742668   513593742908     501 50029 W 52150343  12288    firefox ??/entries/B5871088D967A7A3E05096EC5A5C6CDCF8F4BE83
513593742885   513593743066     501 50029 W 52411965   4096    firefox ??/entries/1CD2B406383FF05BAC6613B015105DCDA319D674
513593743125   513593743234     501 50029 W 24454185   8192    firefox ??/entries/1CD2B406383FF05BAC6613B015105DCDA319D674
513593773913   513593774297     501 50029 R 24453958   4096    firefox ??/entries/8B6684D8170FC71796D4942F920518E7D5AE1622
513593774645   513593774888     501 50029 R 24453957   4096    firefox ??/entries/8B6684D8170FC71796D4942F920518E7D5AE1622
513593774532   513593774888     501 50029 R 52149963   4096    firefox ??/entries/8B6684D8170FC71796D4942F920518E7D5AE1622
513593775843   513593776613     501 50029 R 52149950  53248    firefox ??/entries/8B6684D8170FC71796D4942F920518E7D5AE1622
513593778234   513593778443     501 50029 W 52149963   4096    firefox ??/entries/8B6684D8170FC71796D4942F920518E7D5AE1622
513593778368   513593778534     501 50029 W 24453957   8192    firefox ??/entries/8B6684D8170FC71796D4942F920518E7D5AE1622
513593785954   513593786251     501 50029 W 52043426   8192    firefox ??/entries/5D936A8470F80F7B1E14FBAB9F53534D53B78713
513593786145   513593786334     501 50029 W 18953059   4096    firefox ??/entries/5D936A8470F80F7B1E14FBAB9F53534D53B78713
513593786284   513593786512     501 50029 W 52411966  36864    firefox ??/entries/5D936A8470F80F7B1E14FBAB9F53534D53B78713
513593786498   513593786676     501 50029 W 52149944  12288    firefox ??/entries/110867E5B21D25313D94CE71773F9AB503152243
513593786586   513593786731     501 50029 W 24453949   8192    firefox ??/entries/110867E5B21D25313D94CE71773F9AB503152243
